informasjonstype,navn,ingress,beskrivelse,kontekstavhengig_beskrivelse,normeringsniva,eif_niva,status,samhandlingstjenester,ansvarlig,referanse_lenketekst,referanse_url
Krav og prinsipper ,Veileder om internasjonale standarder på legemiddelområdet,,Dokumentet beskriver hvilke internasjonale standarder på legemiddelområdet som bør brukes til ulike formål og hvilke tiltak som bør gjennomføres for å sikre at standardene blir tatt i bruk på en enhetlig måte.,,,"Organisatorisk, Semantisk",Eksisterer,Pasientens legemiddelliste,Helsedirektoratet,Veileder om internasjonale standarder på legemiddelområdet,https://www.helsedirektoratet.no/rapporter/internasjonale-standarder-for-legemiddelinformasjon/Internasjonale%20standarder%20for%20legemiddelinformasjon%20(HITR%201245_2022).pdf/_/attachment/inline/78878ca9-d1ee-47d3-84e8-6c46782eb8d7:71f70efce58555a635c49180e19c88c43e983735/Internasjonale%20standarder%20for%20legemiddelinformasjon%20(HITR%201245_2022).pdf
Kodeverk og terminologi ,Norsk patologikodeverk,,"Norsk patologikodeverk (NORPAT) er et kodeverk som blir benyttet ved patologilaboratorier, innen rettspatologi, i biobankarbeid og for innrapportering til Kreftregisteret. Kodeverket inneholder også et uttrekk koder for aktivitetsregistrering (APAT).",,Anbefalt standard,Semantisk,Eksisterer,Pasientens prøvesvar,Helsedirektoratet,Norsk patologikodeverk,https://www.helsedirektoratet.no/standarder/norsk-patologikodeverk-norpat
Kodeverk og terminologi ,Norsk laboratoriekodeverk (NLK),,"Norsk laboratoriekodeverk (NLK) baserer seg på den internasjonale NPU-terminologien (NPU: Nomenclature for Properties and Units) som omfatter koder og terminoloigi for laboratorieundersøkelser i helse- og omsorgstjenesten. NLK er anbefalt nasjonal standard for kommunikasjon av laboratorieanalyser til rekvirenter både i spesialist- og primærhelsetjenesten. I tillegg til NLK, finnes de nasjonale kodeverkene Prøvemateriale, Anatomisk lokalisasjon, Tekstlige resultatverdier og Undersøkelsesmetode. Disse brukes som supplerende informasjon til NLK i meldingsutveksling.",,Anbefalt standard,Semantisk,Eksisterer,Pasientens prøvesvar,Helsedirektoratet,Norsk laboratoriekodeverk,https://www.helsedirektoratet.no/standarder/norsk-laboratoriekodeverk-nlk
Kodeverk og terminologi ,Norsk klassifikasjon av radiologiske prosedyrer (NCRP),,Kodeverk for radiologi og nukleærmedisin. Kodeverket skal brukes for å dokumentere og skal kunne brukes for å bestille radiologiske tjenester.,,Obligatorisk standard,Semantisk,Eksisterer,Pasientens prøvesvar,Helsedirektoratet,NCRP: Norsk klassifikasjon av radiologiske prosedyrer,https://www.helsedirektoratet.no/digitalisering-og-e-helse/helsefaglige-kodeverk/nkpk
Teknisk samhandlingsform ,Samhandlingsform: Portaltilgang,,"Tilgang til fellesløsning eller løsning i en annen virksomhet, for eksempel gjennom en portal med innlogging.",,,Teknisk,Eksisterer,"Pasientens journaldokumenter, Pasientens kritiske informasjon, Pasientens prøvesvar",Helsedirektoratet,Oversikt over tekniske samhandlingsformer,https://www.helsedirektoratet.no/digitalisering-og-e-helse/nasjonal-arkitektur/oversikt-over-digitale-samhandlingsformer#tekniskesamhandlingsformer
Teknisk samhandlingsform ,Samhandlingsform: Datadeling,,Deling av data mellom helseaktører og med innbygger gjennom felles ressurser eller tjenester i sanntid. For eksempel kan API-er benyttes for å dele strukturerte data.,,,Teknisk,Eksisterer,"Pasientens kritiske informasjon, Pasientens prøvesvar, Pasientens legemiddelliste",Helsedirektoratet,Oversikt over tekniske samhandlingsformer,https://www.helsedirektoratet.no/digitalisering-og-e-helse/nasjonal-arkitektur/oversikt-over-digitale-samhandlingsformer#tekniskesamhandlingsformer
Teknisk samhandlingsform ,Samhandlingsform: Meldingsutveksling,,Elektronisk meldingsutveksling innebærer overføring og mottak av strukturerte data fra og til kjente avsendere og mottakere og kan benyttes i den organisatoriske samhandlingsformen sende og motta.,,,Teknisk,Eksisterer,Pasientens prøvesvar,Helsedirektoratet,Oversikt over tekniske samhandlingsformer,https://www.helsedirektoratet.no/digitalisering-og-e-helse/nasjonal-arkitektur/oversikt-over-digitale-samhandlingsformer#tekniskesamhandlingsformer
Teknisk samhandlingsform ,Samhandlingsform: Dokumentdeling,,"Dokumentdeling omhandler deling av godkjente, lesbare dokumenter, inkludert bilder, gjennom felles infrastruktur/tjenester. Der kan en 
konsument søke etter tilgjengelige dokumenter om en gitt pasient hos andre virksomheter og få tilgang til dokumentene. ",,,Teknisk,Eksisterer,Pasientens journaldokumenter,Helsedirektoratet,Oversikt over tekniske samhandlingsformer,https://www.helsedirektoratet.no/digitalisering-og-e-helse/nasjonal-arkitektur/oversikt-over-digitale-samhandlingsformer#tekniskesamhandlingsformer
Informasjonslager ,Dokumentlager (Document Repository),,"Tjeneste i dokumentdelingsløsninger som tilbyr oppbevaring, henting og tilgjengeliggjøring av dokumenter. Hvert samarbeidsområde må minst ha ett dokumentlager, men kan også ha flere.",,,Teknisk,Eksisterer,Pasientens journaldokumenter,Det enkelte samarbeidsområdet,Målarkitektur for dokumentdeling,https://www.helsedirektoratet.no/faglige-rad/malarkitektur-for-dokumentdeling/malarkitektur-for-dokumentdeling.pdf/_/attachment/inline/189c3c04-6baa-4007-90a5-fb49312d9e1e:e327395240bcaadedde5a2daff935836ccb888b8/Målarkitektur%20for%20dokumentdeling.pdf
Samhandlingskomponent ,Nasjonalt koblingspunkt (Clinical Affinity Domain / XCA Gateway),,Koblingspunkt som gjør det mulig for lokale/regionale koblingspunkter å spørre om og hente dokumenter på tvers av samarbeidsområder uten å kontakte de ulike koblingspunktene direkte.,,,Teknisk,Eksisterer,Pasientens journaldokumenter,Det enkelte samarbeidsområdet,Målarkitektur for dokumentdeling,https://www.helsedirektoratet.no/faglige-rad/malarkitektur-for-dokumentdeling/malarkitektur-for-dokumentdeling.pdf/_/attachment/inline/189c3c04-6baa-4007-90a5-fb49312d9e1e:e327395240bcaadedde5a2daff935836ccb888b8/Målarkitektur%20for%20dokumentdeling.pdf
Samhandlingskomponent ,Innbygger-STS (Secure Token Service),,Komponent som beskriver hvilken innloggingsløsning innbygger har valgt å bruke,,,Teknisk,Eksisterer,Pasientens kritiske informasjon,Norsk helsenett (NHN),Målarkitektur for datadeling i helse- og omsorgssektoren,https://www.helsedirektoratet.no/faglige-rad/malarkitektur-for-datadeling-i-helse-og-omsorgssektoren/malarkitektur-for-datadeling-i-helse-og-omsorgssektoren.pdf/_/attachment/inline/c896939e-1556-4a68-ad79-fb218d6370eb:37a01f4b4eb932b51b3cd8d50d9b8b02a2555732/Målarkitektur%20for%20datadeling%20i%20helse-%20og%20omsorgssektoren.pdf
Organisatorisk samhandlingsform ,Samhandlingsform: Endre og dele,,"Endre og dele benyttes når det er viktig å ha en felles kilde til informasjonen, som kan oppdateres av ulike aktører.
",,,Organisatorisk,Eksisterer,"Pasientens kritiske informasjon, Pasientens legemiddelliste",Helsedirektoratet,Oversikt over organisatoriske samhandlingsformer,https://www.helsedirektoratet.no/digitalisering-og-e-helse/nasjonal-arkitektur/oversikt-over-digitale-samhandlingsformer#organisatoriskesamhandlingsformer
Organisatorisk samhandlingsform ,Samhandlingsform: Slå opp og tilgjengeliggjøre,,"Slå opp og tilgjengeliggjøre støtter samhandlingstjenester hvor det er behov for å tilgjengeliggjøre informasjon fra en bruker til flere andre ikke navngitte brukere. De kan da slå opp gjennom avtalte kanaler og tilegne seg denne informasjonen når de har behov for det, uavhengig av når den ble tilgjengeliggjort.",,,Organisatorisk,Eksisterer,"Pasientens journaldokumenter, Pasientens prøvesvar",Helsedirektoratet,Oversikt over organisatoriske samhandlingsformer,https://www.helsedirektoratet.no/digitalisering-og-e-helse/nasjonal-arkitektur/oversikt-over-digitale-samhandlingsformer#organisatoriskesamhandlingsformer
Informasjonsmodell ,Metadata for dokumentdeling (IHE XDS metadata),,Norsk profil for IHE XDS metadata. Formålet med profilen er å understøtte mest mulig lik implementering av XDS i Norge og skape en felles forståelse for hvilke metadata som kan gjøres tilgjengelig.,,Anbefalt standard,Semantisk,Eksisterer,Pasientens journaldokumenter,Helsedirektoratet,Norsk profil for IHE XDS.b,https://www.helsedirektoratet.no/standarder/ihe-xds-metadata
Faktaark ,Testing og testdata (faktaark 43),,"Formålet med faktaarket er å sikre konfidensialitet, integritet, tilgjengelighet og kvalitet når testdata brukes i utvikling og test av IT-systemer med helse- og personopplysninger.",,,,Eksisterer,"Pasientens journaldokumenter, Pasientens kritiske informasjon, Pasientens legemiddelliste, Pasientens måledata",Normen,Testing og testdata (faktaark 43),https://www.helsedirektoratet.no/normen/testing-og-testdata-faktaark-43
Faktaark ,Sikkerhetskrav og sikkerhetsdokumentasjon i IKT-prosjekter (faktaark 37),,"Formålet er å sikre tilfredsstillende informasjonssikkerhet og god sikkerhetsdokumentasjon i prosjekter som skal endre eller innføre nye IKT-løsninger. Påse at sikkerhetsløsninger og -dokumentasjon overføres til driftsmiljøet ved endt prosjekt. 

Prosjektleder vil normalt få delegert ansvar fra dataansvarlig for å påse at prosjekter gjennomføres med tilfredsstillende informasjonssikkerhet. Gjennomføres fra prosjekter planlegges/startes opp og til de overføres til ordinær drift.

Alle prosjekter som skal innføre/endre/utvide en IKT-løsning som inkluderer behandling av helse- og personopplysninger.",,,,Eksisterer,"Pasientens journaldokumenter, Pasientens kritiske informasjon, Pasientens legemiddelliste, Pasientens måledata",Normen,Sikkerhetskrav og sikkerhetsdokumentasjon i IKT-prosjekter (faktaark 37),https://www.helsedirektoratet.no/normen/sikkerhetskrav-og-sikkerhetsdokumentasjon-i-ikt-prosjekter-faktaark-37
Faktaark ,Bruk av databehandler (faktaark 10),,Faktaarket skal sikre at helse- og personopplysninger ikke skal behandles på annen måte enn det som er avtalt med databehandlingsansvarlig.,,,,Eksisterer,"Pasientens journaldokumenter, Pasientens måledata",Normen,Bruk av databehandler (faktaark 10),https://www.helsedirektoratet.no/normen/bruk-av-databehandler-faktaark-10
Faktaark ,Sperret adresse i folkeregisteret (faktaark 55),,"Faktaarkets formål er å bidra til at helse- og omsorgssektoren opprettholder beskyttelse for trusselutsatte. Adressesperre i Folkeregisteret er et tiltak for å beskytte trusselutsatte personer, dvs. personer som står i fare for å bli utsatt for alvorlig kriminalitet rettet mot liv, helse eller frihet. Typiske eksempler er vitner, informanter og personer som har blitt eller er utsatt for vold og trusler.",,,,Eksisterer,"Pasientens journaldokumenter, Pasientens kritiske informasjon, Pasientens prøvesvar, Pasientens legemiddelliste, Pasientens måledata",Normen,Sperret adresse i folkeregisteret (faktaark 55),https://www.helsedirektoratet.no/normen/trusselutsatte-personer-med-adressesperre-faktaark-55
Faktaark ,Kommunikasjon over åpne nett (faktaark 24),,Faktaarkets formål er å beskrive tiltak som skal ivareta tilfredsstillende sikkerhet ved elektronisk kommunikasjon av helse- og personopplysninger over åpne nett.,,,"Organisatorisk, Teknisk",Eksisterer,"Pasientens journaldokumenter, Pasientens kritiske informasjon, Pasientens prøvesvar, Pasientens legemiddelliste, Pasientens måledata",Normen,Kommunikasjon over åpne nett (faktaark 24),https://www.helsedirektoratet.no/normen/kommunikasjon-over-apne-nett-faktaark-24
Faktaark ,Sikkerhets- og samhandlingsarkitektur ved tilgang til helseopplysninger mellom virksomheter (faktaark 20c),,Faktaarkets formål er å standardisere virksomhetens sikkerhetsfunksjoner og etablere tilfredsstillende sikkerhet ved elektronisk samhandling med andre aktører i helse- og sosialsektoren.,,,"Organisatorisk, Teknisk",Eksisterer,"Pasientens journaldokumenter, Pasientens kritiske informasjon, Pasientens prøvesvar, Pasientens legemiddelliste, Pasientens måledata",Normen,Sikkerhets- og samhandlingsarkitektur ved tilgang til helseopplysninger mellom virksomheter (faktaark 20c),https://www.helsedirektoratet.no/normen/sikkerhets-og-samhandlingsarkitektur-ved-tilgang-til-helseopplysninger-mellom-virksomheter-faktaark-20c
Faktaark ,Tilgangsstyring (faktaark 14),,"Formålet med faktaarket er å gi en oversikt over krav til tilgangsstyring. Tilgangsstyring innebærer å sikre at helse- og personopplysninger bare er tilgjengelig etter tjenstlig behov ved at brukere blir autentisert på en betryggende måte og at tilgang blir tildelt, administrert, kontrollert og fjernet.",,,"Organisatorisk, Teknisk",Eksisterer,"Pasientens journaldokumenter, Pasientens kritiske informasjon, Pasientens prøvesvar, Pasientens legemiddelliste, Pasientens måledata",Normen,Tilgangsstyring (faktaark 14),https://www.helsedirektoratet.no/normen/tilgangsstyring-faktaark-14
Faktaark ,Logging og innsyn i logg (faktaark 15),,Formålet med faktaarket er å gi veiledning til hvordan virksomheten bør gå frem for å etterleve Normens krav til logging og loggoppfølging. Faktaarket tar også for seg prosessen for innsyn i logg fra behandlingsrettet helseregister. ,,,"Organisatorisk, Teknisk",Eksisterer,"Pasientens journaldokumenter, Pasientens kritiske informasjon, Pasientens prøvesvar, Pasientens legemiddelliste, Pasientens måledata",Normen,Logging og innsyn i logg (faktaark 15),https://www.helsedirektoratet.no/normen/logging-og-innsyn-i-logg-faktaark-15
Veileder ,Veileder i digital pasientkommunikasjon,,Veilederen gir informasjon til etterlevelse av kravene om tekniske og administrative tiltak ved etablering av løsninger for pasientkommunikasjon.,,,Organisatorisk,Eksisterer,"Pasientens journaldokumenter, Pasientens måledata",Normen,Veileder i digital pasientkommunikasjon,https://www.helsedirektoratet.no/normen/digital-pasientkommunikasjon
Veileder ,Veileder om risikostyring i informasjonssikkerhet og personvern,,"Denne veilederen skal gi veiledning til, og bidra til etterlevelse av, kravene i Normen knyttet til risikostyring.",,,,Eksisterer,"Pasientens journaldokumenter, Pasientens kritiske informasjon, Pasientens prøvesvar, Pasientens legemiddelliste, Pasientens måledata",Normen,Veileder om risikostyring i informasjonssikkerhet og personvern,https://www.helsedirektoratet.no/normen/risikostyring-for-informasjonssikkerhet-og-personvern
Veileder ,Veileder for rettigheter ved behandling av helse og personopplysninger,,Gir virksomheter i helse- og omsorgstjenesten veiledning i hvordan de registrertes rettigheter kan ivaretas herunder pasienters rettigheter som registrerte.,,,,Eksisterer,"Pasientens journaldokumenter, Pasientens kritiske informasjon, Pasientens prøvesvar, Pasientens legemiddelliste, Pasientens måledata",Normen,Veileder for rettigheter ved behandling av helse og personopplysninger,https://www.helsedirektoratet.no/normen/rettigheter-ved-behandling-av-helse-og-personopplysninger#10.2.3%20Behandling%20av%20helseopplysninger%20i%20Nasjonal%20kjernejournal
Veileder ,Veileder for tilgang til helse- og personopplysninger,,Gir veiledning til og bidrar til etterlevelse av kravene Normen stiller til etablering av tilfredsstillende tilgangsstyring innad i virksomheten.,,,Organisatorisk,Eksisterer,"Pasientens journaldokumenter, Pasientens kritiske informasjon, Pasientens prøvesvar, Pasientens legemiddelliste, Pasientens måledata",Normen,Veileder for tilgang til helse- og personopplysninger,https://www.helsedirektoratet.no/normen/tilgang-til-helse-og-personopplysninger
Lov ,Helsepersonelloven,,Loven setter krav til helsepersonells yrkesutøvelse og krav til virksomheter som yter helsehjelp. Den omfatter blant annet bestemmelser om taushetsplikt og krav til forsvarlighet.,Pasientens journaldokumenter: For samhandlingstjenesten pasientens journaldokumenter er det særlig helsepersonelloven § 45 som er relevant. Bestemmelsen er et unntak fra taushetsplikten som fastslår rett og plikt til å gjøre nødvendige og relevante opplysninger tilgjengelige for helsepersonell som trenger dem i forbindelse med helsehjelp. Det er helsepersonellet eller virksomheten som tilgjengeliggjør opplysningene for andre som har ansvaret for at vilkårene for å tilgjengeliggjøringen er oppfylt. Pasientens måledata: For samhandlingstjenesten pasientens måledata er det særlig helsepersonelloven § 45 som er relevant. Bestemmelsen er et unntak fra taushetsplikten som fastslår rett og plikt til å gjøre nødvendige og relevante opplysninger tilgjengelige for helsepersonell som trenger dem i forbindelse med helsehjelp. Det er helsepersonellet eller virksomheten som tilgjengeliggjør opplysningene for andre som har ansvaret for at vilkårene for å tilgjengeliggjøringen er oppfylt.,,Juridisk,Eksisterer,"Pasientens journaldokumenter, Pasientens kritiske informasjon, Pasientens prøvesvar, Pasientens legemiddelliste, Pasientens måledata",Helse- og omsorgsdepartementet,Lov om helsepersonell m.v. (helsepersonelloven) (lovdata.no),https://lovdata.no/dokument/NL/lov/1999-07-02-64?q=helsepersonelloven
Lov ,Pasientjournalloven,,"Både personopplysningsloven (personvernforordningen), pasientjournalloven og til dels pasient- og brukerrettighetsloven regulerer behandling av person- og helseopplysninger. Pasientjournalloven er den sentrale loven når det gjelder regulering av virksomhetenes behandling av helseopplysninger i forbindelse med ytelse av helsehjelp","Pasientens journaldokumenter: Samhandlingstjenesten pasientens journaldokumenter gir helsepersonell med tjenstlig behov innsyn i utvalgte dokumenter på tvers av helsevirksomheter. Dokumentene tilgjengeliggjøres via kjernejournal på bakgrunn av informasjonselementet referanser til ytterligere informasjon i kjernejournal, men selve dokumentene er ikke en del av kjernejournal. Det er derfor særlig §§ 13 om nasjonal kjernejournal og 19 om helseopplysninger ved helsehjelp som er relevante for denne samhandlingstjenesten. Regelverket som regulerer kjernejournal setter den ytre ramme for dokumentdelingen, herunder til hvilket formål det kan gjøres oppslag til. Det rettslige grunnlaget for å gi helsepersonellet innsyn i selve dokumentene er pasientjournalloven § 19, jf. helsepersonelloven § 45. § 19 fastsetter blant annet at helsevirksomheter, innen rammen av taushetsplikten, plikter å sørge for at relevante og nødvendige opplysninger er tilgjengelige for helsepersonell som trenger dem for å ute helsehjelp. Det er imidlertid virksomheten som bestemmer hvordan opplysningene skal gjøres tilgjengelige, og det er et krav at dette gjøres på en måte som tilfredsstiller informasjonssikkerheten. For virksomheter som tilgjengeliggjør dokumenter i samhandlingstjenesten pasientens journaldokumenter, har disse virksomhetene valgt å benytte denne tjenesten som metode for å tilgjengeliggjøre de aktuelle dokumentene. Det er virksomheten som tilgjengeliggjør, som har ansvaret for at vilkårene for tilgjengeliggjøringen er oppfylt. Pasientens legemiddelliste: Pasientens legemiddelliste kan inngå i Reseptformidleren.&nbsp;Rettslig grunnlag for Reseptformidleren er pasientjournalloven § 12. Pasientens kritiske informasjon: For informasjonstjenesten Pasientens kritiske informasjon er hovedvilkåret for tilgang at helsepersonell må ha &quot;tjenstlig behov&quot; for pasientens kritiske opplysninger. Kravet til tjenstlig behov fremgår av pasientjournalloven § 13 fjerde ledd. Bestemmelsen er et unntak fra lovbestemt taushetsplikt og gjør det lovlig å tilegne seg helseopplysninger fra kjernejournal gjennom tjenesten Pasientens kritiske informasjon. I tillegg til kravet til tjenstlig behov, må helsepersonell som hovedregel innhente pasientens samtykke for å kunne gjøre oppslag i den konkrete kjernejournalen. Pasientens måledata: Både personopplysningsloven (personvernforordningen), pasientjournalloven og til dels pasient- og brukerrettighetsloven regulerer behandling av person- og helseopplysninger. Pasientjournalloven er den sentrale loven når det gjelder regulering av virksomhetenes behandling av helseopplysninger i forbindelse med ytelse av helsehjelp. Tiltaket Pasientens måledata skal samle og tilgjengeliggjøre medisinske måledata for pasienter som er i behandling og har tett oppfølging av ulike aktører på tvers av helse- og omsorgstjenesten. Tjenesten skal sikre helsepersonell enkel tilgang til oppdatert informasjon om pasientens status og dermed skape bedre informasjonsflyt på tvers av helsepersonell og ulike helsevirksomheter som samarbeider om en pasient.Det rettslige grunnlaget for å tilgjengeliggjøre måledata er pasientjournalloven § 19 jf. helsepersonelloven § 45. Etter pasientjournalloven § 19 skal helsevirksomheter, innen rammen av taushetsplikten, sørge for at relevante og nødvendige opplysninger er tilgjengelige for helsepersonell som trenger dem for å yte helsehjelp. Det er virksomheten som bestemmer hvordan opplysningene skal gjøres tilgjengelige, og det er et krav at dette gjøres på en måte som tilfredsstiller informasjonssikkerheten.",,Juridisk,Eksisterer,"Pasientens journaldokumenter, Pasientens kritiske informasjon, Pasientens prøvesvar, Pasientens legemiddelliste, Pasientens måledata",Helse- og omsorgsdepartementet,Lov om behandling av helseopplysninger ved ytelse av helsehjelp (pasientjournalloven) (lovdata.no),https://lovdata.no/dokument/NL/lov/2014-06-20-42?q=pasientjournalloven
Lov ,Proposal for a Regulation on the European Health Data Space,,EHDS-forordningen gir rammer for helhetlig informasjonsforvaltning på tvers av primær- og sekundærbruk av helsedata.,,,Juridisk,Under utvikling,Pasientens kritiske informasjon,EU-kommisjonen,Proposal for a Regulation on the European Health Data Space (PDF) (consilium.europa.eu),https://www.consilium.europa.eu/media/70909/st07553-en24.pdf
Kodeverk og terminologi ,Begrepsdefinisjoner for tilgangsbegrensning mv. i behandlingsrettede helseregistre,,"Formålet med begrepsdefinisjonene er enhetlig bruk av begreper for tilgangsbegrensning i behandlingsrettede helseregistre, herunder EPJ-systemer og nasjonale e?helseløsninger.",,Nasjonal veileder,Semantisk,Eksisterer,"Pasientens journaldokumenter, Pasientens prøvesvar",Helsedirektoratet,Begrepsdefinisjoner for tilgangsbegrensning mv. i behandlingsrettede helseregistre,https://www.helsedirektoratet.no/veiledere/begrepsdefinisjoner-for-tilgangsbegrensning-mv.i-behandlingsrettede-helseregistre
